instance_id,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
3541,Dorothée,Rox et Rouky,3eQPw2jfphurlOKgHdjp9a,12,0.378,0.82,171429.0,0.66,9.17e-05,A#,0.0758,-9.811,Major,0.0365,137.984,4-Apr,0.835,Movie
3542,empty_field,Louie,1D6eNTsC5ixYBTzBxBx0gL,4,0.948,0.313,187093.0,0.324,1.44e-05,F,0.0719,-9.261,Major,0.0374,90.289,4-Apr,0.193,Movie
3543,Randy Crenshaw,Everyday Is Christmas When I'm with You,5F51taSDqgSZhhEEBZAsQT,0,0.607,0.698,175257.0,0.577,0.0,E,0.306,-7.25,Major,0.0327,111.938,4-Apr,0.513,Movie
3544,Charlton Heston,The Third Day,0zg5XJPiga7E5FxiehriG2,0,0.909,0.535,51467.0,0.0955,0.0,B,0.728,-21.882,Major,0.234,81.955,3-Apr,0.226,Movie
3545,Lorie,Pour Que Tu Me Reviennes - Live,1jAMfK6otf4Lw0W3DOgjow,7,0.0926,0.549,270653.0,0.98,0.0,A#,0.662,-3.481,Minor,0.0921,?,4-Apr,0.388,Movie
3546,Léovanie Raud,Méfiez-vous des apparences,55UCRHfezMCFfbGy0tfjTG,31,0.624,0.561,207089.221185372,0.564,0.0,C#,0.142,-11.182,Major,0.383,100.001,4-Apr,0.786,Movie
3547,Riders In The Sky,Sidekick Heaven,6Hy22YDN9HJMRlJP1LwnJy,1,0.623,0.646,359240.0,0.388,0.0,A#,0.119,-11.141,Major,0.514,118.603,4-Apr,0.635,Movie
3548,Bruce Broughton,Fingerprints of Childhood: II. Variations: Quick and Energetic,0jmh78lAduHQC7r2c3Zn82,0,0.979,0.656,78893.0,0.376,0.698,A,0.0937,-15.875,Minor,0.0648,139.842,4-Apr,0.145,Movie
3549,Bernard Minet,Adrien le sauveur du monde,5JjNcTFQx4SGOS5eT3h3ja,4,0.703,0.67,207089.221185372,0.807,0.0,G,0.131,-5.027,Major,0.0304,130.021,4-Apr,0.828,Movie
3550,empty_field,Faut Rigoler,7roKDmJDOzkpfGpUQJ5EnL,5,0.697,0.665,207333.0,0.632,0.0,A,0.533,-4.299,Minor,0.0812,124.745,4-Apr,0.785,Movie
3551,Justin Hurwitz,La La Land: La Ciudad de las Estrellas - Epílogo,0tnFKjEEsjD3AVShRgtIun,17,0.814,0.26,430987.0,0.348,0.432,C,0.664,-14.267,Major,0.066,?,4-Apr,0.148,Movie
3552,Michel Roux,Le médaillé militaire,1jYiIOC5d6soxkJP81fxq2,0,0.909,0.532,187600.0,0.46,0.0558,C,0.335,-7.026,Major,0.0391,87.226,4-Apr,0.675,Movie
3553,empty_field,My Baby Just Cares For Me,7sXR2q4FuSKOAPYvmmBjh3,5,0.337,0.689,186680.0,0.4,0.0,D,0.0166,-8.619,Major,0.0583,78.013,4-Apr,0.559,Movie
3554,Henri Salvador,Le fou de la reine,1vramk1NYKhPTs8Am8glJ8,18,0.767,0.412,190467.0,0.208,8.25e-05,A#,0.107,-15.292,Major,0.0373,108.86,4-Apr,0.181,Movie
3555,empty_field,Aria - Demo,2GBaj6Bcb1JzNX5fwStD1A,41,0.918,0.617,36018.0,0.433,0.0,G,0.415,-6.966,Major,0.108,77.559,5-Apr,0.928,Movie
3556,Paige O'Hara,"Sitting Pretty: Act One, Finale",06F37MOdRJ3Qz2Uz33QXu6,15,0.938,0.392,207089.221185372,0.118,3.01e-06,A#,0.0828,-19.242,Major,0.0588,86.803,4-Apr,0.189,Movie
3557,Bernard Minet,Juliette je t'aime - Générique original de la série télé,5ibiAZsqfnridef5Cg2awB,18,0.0895,0.645,156600.0,0.827,0.0,E,0.109,-2.487,Major,0.0282,85.155,4-Apr,0.921,Movie
3558,Judy Kuhn,"""I Hope We Can Still Take Hands...""",23MDSk9a0LhYbL5Xm06kBk,7,0.589,0.708,84120.0,0.257,0.0,E,0.46,-18.121,Major,0.927,128.765,5-Apr,0.243,Movie
3559,Randy Newman,"Sid - From ""Toy Story""/Score",1YEUxb72rwYLEUv48AC3eE,29,0.783,0.489,81360.0,0.0636,0.608,B,0.2,-17.914,Major,0.0309,99.718,3-Apr,0.214,Movie
3560,empty_field,Sur cette terre,2UU0W4R9Rmoj0Xsvb0rOQ1,0,0.158,0.693,197560.0,0.715,0.0,G,0.0888,-5.233,Major,0.0357,118.997,4-Apr,0.379,Movie
3561,empty_field,"Overture (101 Dalmations/Animated) - From ""101 Dalmatians""/Score Version",6SI4JD7iyQ0rrudhCNtMv0,25,0.789,0.496,207089.221185372,0.299,0.0643,D#,0.16,-10.591,Major,0.0468,119.792,4-Apr,0.78,Movie
3562,empty_field,Una canzone blu,6MfsJgg1gTRxLbmh0ZZYi4,2,0.188,0.643,179533.0,0.318,0.0,G,0.0967,-13.625,Major,0.0295,67.487,4-Apr,0.686,Movie
3563,Michel Roux,Les aventures d'Arsène Lupin: 813 - Partie 1,5WnYyCWBbJyLChmd2sbZK9,0,0.59,0.687,2324363.0,0.461,0.0,G#,0.317,-14.716,Major,0.819,111.495,4-Apr,0.393,Movie
3564,Chantal Goya,Voyage Au Pays Des Étoiles,0sNBN7sJDH1kCexnwQZ3yS,9,0.598,0.576,207089.221185372,0.707,0.0,C,0.0513,-5.512,Major,0.0637,200.14,4-Apr,0.905,Movie
3565,Donny Osmond,Sixteen Candles,0mmaX70fKuhgg0hDrfsS29,4,0.36,0.464,159400.0,0.619,0.0,A#,0.0814,-4.909,Minor,0.0346,120.557,1-Apr,0.391,Movie
3566,Chorus,The Lighter,1DIbnGrLTmI0wUgxbuxiqs,0,0.391,0.93,188280.0,0.371,0.0,A,0.0989,-10.954,Minor,0.747,134.013,4-Apr,0.13,Movie
3567,Donna Murphy,"Mother Knows Best (Reprise) - From ""Tangled""/Soundtrack Version",7IuUJr2TbcSftJobqjtkxP,50,0.826,0.55,98320.0,0.332,0.0,C#,0.206,-10.683,Major,0.175,110.539,3-Apr,0.552,Movie
3568,Dick Van Dyke,Jolly Holiday,3soc8eures2IJ3DxYRG3wB,27,0.731,0.498,207089.221185372,0.229,0.0,A#,0.128,-17.57,Major,0.14,110.582,4-Apr,0.587,Movie
3569,empty_field,Caroline,5sFDReWLrZHLFZFjHsjUTS,0,0.779,0.612,208600.0,0.533,1.12e-06,G,0.11,-9.721,Minor,0.129,96.448,4-Apr,0.511,Movie
3570,Daniel Lavoie,Intervention de Frollo - Live,6ObpR8ek44tvWefQRcSo8K,0,0.513,0.712,29933.0,0.721,0.0,B,0.126,-11.151,Major,0.528,124.023,4-Apr,0.543,Movie
3571,Terrence Mann,If I Can't Love Her,2SIuzuio78aB01RGY90d59,41,0.876,0.192,246213.0,0.0755,0.000976,C,0.095,-21.081,Major,0.0467,178.58,3-Apr,0.149,Movie
3572,George Bruns,Forbidden Mountain,4aiJAJ7afdCErvrhJcw3lc,15,0.954,0.405,171733.0,0.197,0.847,F,0.131,-16.296,Major,0.0403,128.632,4-Apr,0.0852,Movie
3573,China Moses,Why Don't You Do Right?,3s4hlJ1MVdqAHfAkY2V98j,18,0.722,0.462,207089.221185372,0.304,0.000117,F,0.105,-12.169,Minor,0.0342,107.285,3-Apr,0.295,Movie
3574,empty_field,"Walk To Work (from ""Monsters, Inc."") - From ""Monsters, Inc.""/Score",2D4BSm5Z8Hq5zYbSgJwEOh,14,0.763,0.387,209333.0,0.271,0.205,G#,0.0916,-12.869,Major,0.0314,104.436,4-Apr,0.165,Movie
3575,Susan Egan,From the Stars (Isla's Song),2XF5JEoPwGIKd8iaUYV8HZ,33,0.874,0.383,219978.0,0.381,0.0,G,0.169,-6.876,Major,0.0336,173.135,3-Apr,0.331,Movie
3576,Mike Douglas,White Christmas,0pJTrMWCiR0TuJ5FApIqrz,0,0.925,0.197,201067.0,0.106,0.0,C#,0.163,-18.961,Major,0.0337,92.94,3-Apr,0.148,Movie
3577,empty_field,Pado Prante Rakho Seboke,16hJhVQWkrbnwYxrtTxK9K,0,0.777,0.434,341480.0,0.265,0.0,G,0.103,-14.402,Major,0.0689,160.455,3-Apr,0.613,Movie
3578,Randy Newman,The Family - Remastered Original Motion Picture Score,4LPraPfByX8L6YuqmJ4DJX,4,0.955,0.303,300107.0,0.0424,0.473,D,0.0864,-22.078,Minor,0.0395,129.504,4-Apr,0.0676,Movie
3579,Randy Newman,Bad News from Home,0aNSvsWlsKTIPXZZIa2Ssx,14,0.964,0.315,178653.0,0.057,0.00781,F,0.14,-16.554,Minor,0.0437,?,3-Apr,0.268,Movie
3580,empty_field,Epiphany/Savages (Part 2) - Alternate Version,37cp0jpho5cwFynoUd2sfI,19,0.944,0.261,121653.0,0.336,0.00668,G,0.0815,-12.102,Minor,0.0529,71.86,4-Apr,0.138,Movie
3581,Donny Osmond,Life Is Just What You Make It,4faiJXyBflUVVOOE9fxbeg,6,0.55,0.734,183253.0,0.688,1.67e-05,B,0.0562,-5.814,Major,0.0317,95.397,4-Apr,0.968,Movie
3582,Bruno Pelletier,"Somewhere (Tiré du film ""West Side Story"")",112nWd2JVZc0Po5R565SHW,2,0.756,0.341,154480.0,0.112,0.0,A#,0.178,-12.77,Major,0.0374,113.105,1-Apr,0.216,Movie
3583,empty_field,"Kingdom Celebration - From ""Tangled""/Score",5MMLS3xm12D7N26xlfFApr,35,0.553,0.418,110800.0,0.438,0.765,G#,0.0841,-10.33,Major,0.036,?,4-Apr,0.811,Movie
3584,Bruce Broughton,Bungled Ambush - Score Version,0lHoDf5mejTM1CkqseWPp1,3,0.545,0.745,101907.0,0.152,0.871,C,0.159,-21.841,Major,0.0313,108.067,3-Apr,0.277,Movie
3585,Randy Newman,The Man - Remastered Version,4WfjYOo0JxommRm1PyObJl,5,0.191,0.609,194627.0,0.692,5.32e-05,A,0.109,-6.886,Major,0.0387,115.841,4-Apr,0.156,Movie
3586,empty_field,Act Naturally,4uTMszau2pl25o9yrAM9sf,15,0.539,0.754,142867.0,0.412,1.12e-06,D,0.176,-9.489,Major,0.0973,?,4-Apr,0.639,Movie
3587,Jodi Benson,God Is Always There For You,6FSKqXCHCsB70b2QHVysTt,22,0.914,0.255,181600.0,0.192,2.61e-06,A,0.0767,-13.689,Major,0.0359,79.066,4-Apr,0.166,Movie
3588,empty_field,The Seventh Day,4TJNW3JPNoxtsqmZjLKGk0,0,0.979,0.237,72373.0,0.0841,2.06e-05,A#,0.17,-26.41,Minor,0.06,173.83,1-Apr,0.086,Movie
3589,Chantal Goya,Meneer de kat (Monsieur le chat botté),7AUfOfYTfiHhgg2Pw1aTpw,2,0.835,0.702,189747.0,0.596,0.0,A#,0.458,-7.97,Major,0.0405,?,4-Apr,0.91,Movie
3590,empty_field,The Tulgey Wood,3sS5Mr9OJCJXyRuESUNIbM,23,0.911,0.508,122173.0,0.202,0.161,C,0.172,-17.699,Minor,0.336,143.076,4-Apr,0.184,Movie
3591,Riders In The Sky,"Monsters, Inc. March",6klzQUk22YkppyrWlf5NIt,2,0.782,0.78,123667.0,0.454,4.21e-06,F,0.0787,-9.344,Major,0.053,124.717,4-Apr,0.746,Movie
3592,empty_field,What a Night for Spoonin',6BtmXhTJMM9sBTHeYYASGz,1,0.976,0.615,118049.0,0.0788,1.39e-05,C,0.111,-17.567,Minor,0.339,182.588,3-Apr,0.686,Movie
3593,empty_field,"Big Hat, No Cattle",0I2H0zUNZHMhD0Ys08E1Sq,13,0.47,0.402,264387.0,0.508,0.00117,F,0.0966,-11.4,Major,0.0408,116.816,4-Apr,0.492,Movie
3594,empty_field,Petit bonhomme,4bmWlG3LFi4b2w9eTzUngA,1,0.903,0.412,129507.0,0.0487,0.028,C,0.0697,-19.84,Major,0.0587,179.119,4-Apr,0.317,Movie
3595,Riders In The Sky,Miss Molly,03ZtlmARAMWhAgZSIs6Fes,2,0.48,0.604,220573.0,0.379,0.0,G,0.352,-21.363,Major,0.608,122.733,4-Apr,0.849,Movie
3596,Nathan Lane,Final Instructions to the Audience,62AuGbAkt8Ox2IrFFb8GKV,8,0.807,0.777,102480.0,0.217,0.0,F,0.0671,-11.139,Minor,0.234,105.142,4-Apr,0.552,Movie
3597,Chorus,Kane Tai Chi,6lvb3oPln3XaKu2pqv2tTG,0,0.821,0.486,83867.0,0.569,0.0,A,0.344,-6.05,Minor,0.068,50.999,4-Apr,0.685,Movie
3598,Charlton Heston,"Abraham and Isaac, conclusion",5EugXICXL06waHgP4iTI58,0,0.966,0.386,228867.0,0.0867,2.56e-06,F,0.28,-23.334,Major,0.152,167.336,5-Apr,0.0876,Movie
3599,Henri Salvador,La jalousie,2czhrDhRNZVSslq8KC1mKm,0,0.904,0.299,207089.221185372,0.234,1.35e-06,C#,0.098,-12.225,Major,0.0344,52.765,5-Apr,0.122,Movie
3600,empty_field,Beauty Treatment,1qkVJlyVaLZbwolRZmc17i,5,0.835,0.686,70587.0,0.316,0.000626,E,0.105,-12.027,Major,0.0403,79.801,4-Apr,0.478,Movie
3601,Justin Hurwitz,City Of Stars (Humming),3Owd5eYn0ckNEs5CBeWXG4,29,0.977,0.554,159761.0,0.0142,0.0187,E,0.112,-24.753,Minor,0.0346,?,4-Apr,0.457,Movie
3602,empty_field,Weekend Musicians - Remastered Original Motion Picture Score,1osAmhnIT0rtuqLZ1IliBQ,4,0.644,0.211,207089.221185372,0.132,0.853,B,0.0811,-18.747,Minor,0.0372,?,3-Apr,0.238,Movie
3603,empty_field,Go Away Little Girl,32ORiXJSpjsxEBh53n03U4,28,0.778,0.387,149160.0,0.413,0.00082,G,0.156,-11.12,Major,0.0436,?,4-Apr,0.38,Movie
3604,Jean Piat,Après avoir écrit tant d'histoires tragiques,4xlV9xd0XjtEpnIgqTl7wR,0,0.843,0.71,207089.221185372,0.194,0.0,A#,0.241,-21.64,Minor,0.824,124.641,1-Apr,0.765,Movie
3605,Riders In The Sky,Hold That Critter Down - Live,32Q1sz76C0RDP2K87quK4a,0,0.836,0.663,124827.0,0.27,0.0,G,0.971,-16.204,Major,0.0582,132.308,4-Apr,0.78,Movie
3606,Liz Callaway,"Since You Stayed Here (From ""Brownstone"")",5ICciZ0vxdNEj44AJI6LXv,38,0.861,0.265,199933.0,0.177,0.0021,F#,0.0912,-14.792,Major,0.0337,91.933,5-Apr,0.154,Movie
3607,Idina Menzel,I Stand - Acoustic,0A5gdlrpAuQqZ2iFgnqBFW,9,0.884,0.64,183298.0,0.398,1.55e-05,G#,0.0884,-4.534,Major,0.0279,85.157,4-Apr,0.373,Movie
3608,Charlton Heston,I Couldn't Hear Nobody Pray,2YfVhECTzyiU51UKx3QEzJ,0,0.995,0.172,56773.0,0.17,0.183,G,0.202,-24.926,Major,0.049,105.709,4-Apr,0.135,Movie
3609,Mandy Moore,I See the Light,5lHpSim9oK1BqhJZrG58k6,28,0.832,0.244,223840.0,0.159,1.49e-06,F,0.0701,-14.344,Major,0.0326,93.098,4-Apr,0.158,Movie
3610,empty_field,Somebody Bigger Than You And I,3V1eNDyIDnEYMd613O9Va8,2,0.49,0.506,152160.0,0.48,2.05e-06,A#,0.203,-8.28,Major,0.0282,95.906,3-Apr,0.242,Movie
3611,Randy Newman,If I Didn't Have You,3BFbDZvk1njAB9cg5zrzr6,34,0.948,0.679,218813.0,0.21,0.00024,F,0.166,-12.689,Major,0.125,118.537,4-Apr,0.342,Movie
3612,Henri Salvador,Salvado s'amuse,5ulUy5wEr3xNP9jyEmHKbI,0,0.905,0.551,157840.0,0.88,9.83e-05,D,0.969,-11.621,Major,0.854,109.384,3-Apr,0.271,Movie
3613,Emmanuel Moire,Compter Sur Moi - Acoustique,00zJDVXhQvGixkoMC45crr,13,0.964,0.373,235333.0,0.203,2.02e-05,D#,0.183,-12.034,Major,0.0341,138.309,4-Apr,0.246,Movie
3614,Henri Salvador,"Qui sait, qui sait, qui sait",1lN47nFv9H9bXa3ILk56VU,0,0.836,0.79,190485.0,0.393,1.97e-05,D,0.217,-13.465,Minor,0.0704,?,4-Apr,0.921,Movie
3615,Chorus,Oei Mahamanab Ase,1E9eQGAWClp1xKGn9s3EvU,0,0.768,0.52,210067.0,0.28,0.0,F,0.0946,-13.42,Minor,0.155,120.567,4-Apr,0.681,Movie
3616,Riders In The Sky,Wah-Hoo,2wNO69huzAY2WBnigjXMQ4,2,0.738,0.793,207089.221185372,0.433,5.63e-06,F,0.123,-10.952,Major,0.104,119.933,4-Apr,0.806,Movie
3617,Henri Salvador,C Est Le Be Bop,0LghaDkNWnbHgYWEHgJ7SY,0,0.922,0.681,129707.0,0.44,0.0,C,0.0397,-12.508,Minor,0.222,?,4-Apr,0.747,Movie
3618,Bruce Broughton,"Snow Flakes in the Forest - From ""Bambi II""/Score",2c6vl961AKOsiMoz4K2hpV,13,0.956,0.257,100200.0,0.1,0.0822,F,0.246,-21.896,Major,0.0387,47.212,4-Apr,0.0423,Movie
3619,Lea Salonga,A Whole New World / Band Intro,1IRELSd0k5ycjtvPUlUEXI,23,0.784,0.601,319373.0,0.431,0.0,G,0.621,-9.274,Major,0.803,108.229,4-Apr,0.552,Movie
3620,Dominique Tirmont,Jimbo l'éléphant,3XyMPyuWwHcGMvXeJY6Qt0,0,0.961,0.342,128067.0,0.312,0.0,G,0.154,-8.795,Minor,0.0454,?,4-Apr,0.547,Movie
3621,empty_field,Ave Maria,6HAjmwpuDZV3sxR8bbD9JL,0,0.839,0.281,250636.0,0.515,0.00058,G#,0.378,-6.894,Minor,0.0371,64.308,4-Apr,0.0739,Movie
3622,Randy Newman,Christmas in Cape Town,1CKo7tzWiPzIGXc28DrABh,18,0.311,0.724,207089.221185372,0.351,3.2e-05,A,0.599,-15.556,Minor,0.05,109.633,4-Apr,0.432,Movie
3623,empty_field,Bill & Ted's Adventure,6AQobWDXD64OnrlmIeZaja,0,0.854,0.578,101053.0,0.362,0.0,F,0.949,-17.723,Major,0.95,148.019,4-Apr,0.697,Movie
3624,Randy Newman,So Long Dad,2LdbF40p7euLqEsaxpt70i,15,0.951,0.335,134267.0,0.1,0.0,C,0.101,-19.119,Major,0.0384,100.26,3-Apr,0.2,Movie
3625,Riders In The Sky,Udder Fantastic,0qyxMz6eHkMTzxSUDJG4lf,0,0.609,0.725,111400.0,0.155,0.0,B,0.123,-18.163,Minor,0.765,?,4-Apr,0.614,Movie
3626,Grégory Lemarchal,S.O.S. d'un terrien en détresse,5TLkHWQBlL3sMDteMbskzi,33,0.75,0.3,207089.221185372,0.241,0.0,A#,0.0789,-10.708,Minor,0.0355,140.191,5-Apr,0.201,Movie
3627,Henri Salvador,Boua-nina - Remastered,1xgtOKcyZrvPDDMlbsANlb,4,0.301,0.414,132880.0,0.493,0.0,G,0.414,-7.979,Major,0.0329,101.799,5-Apr,0.691,Movie
3628,Joe York,Once Upon a Dream - Karaoke Vocal,1K6blDNpQOFmJrXwGV5V02,8,0.98,0.156,167107.0,0.365,0.00595,F,0.117,-10.533,Major,0.0342,84.1,4-Apr,0.287,Movie
3629,empty_field,Keith,3wiw4dZzvHWTqLAUP0AmDc,12,0.792,0.276,85500.0,0.123,0.988,G,0.239,-20.881,Minor,0.0332,?,3-Apr,0.368,Movie
3630,Dorothée,Bonheur City - Live Zénith 96,06UFQjrvxqQe6EkHxcu9BX,1,0.308,0.422,352867.0,0.964,0.000339,C#,0.257,-4.875,Major,0.0598,144.149,4-Apr,0.791,Movie
3631,empty_field,Tell Me,0OrE3bBUFCP1WOnV3rQZlT,0,0.449,0.424,248733.0,0.486,0.0,C,0.148,-8.738,Major,0.0289,137.739,4-Apr,0.354,Movie
3632,Riders In The Sky,Back In the Saddle Again,5CGG5T4TQSggqIATy5eHPb,5,0.957,0.488,127766.0,0.254,0.0,D,0.591,-13.204,Major,0.035,112.984,4-Apr,0.631,Movie
3633,Julie Andrews,My Favorite Things,3BjcPLwNT6WpjuUlR7vx5z,57,0.87,0.622,207089.221185372,0.247,0.0,C#,0.161,-12.472,Major,0.0762,?,4-Apr,0.627,Movie
3634,Martin & les fées,"Le désert (par Véronique Jannot, Paul Ventimila & Gad Elmaleh)",1tGKjMflcFTEY2IOzKhwLe,2,0.399,0.684,239613.0,0.474,0.0,F,0.393,-10.777,Major,0.9,130.3,3-Apr,0.348,Movie
3635,Randy Newman,Smokey Starts Training / A Blaze of Glory,2fRY2UhYDtx1iQF0njrQJO,14,0.915,0.322,207089.221185372,0.234,0.8,C,0.157,-10.299,Major,0.0396,100.045,4-Apr,0.127,Movie
3636,empty_field,December Prayer,0DKNNR9iDjwfCEpMiFXMJq,20,0.915,0.287,290147.0,0.239,3.8e-05,G,0.11,-8.938,Major,0.0362,66.461,3-Apr,0.17,Movie
3637,Sally Dworsky,Swimming Upstream,06PFhKAKmdxSyv4WxIipHe,0,0.000423,0.52,203013.0,0.707,3.14e-06,F#,0.189,-6.959,Major,0.0305,118.612,4-Apr,0.39,Movie
3638,Maïdi Roth,Faudra Que Tu Me Rêves - Radio Edit,25DHR3vMzKxc4pkdfNx1b9,2,0.00972,0.521,207089.221185372,0.885,3.8e-06,A#,0.371,-3.391,Minor,0.0325,105.055,4-Apr,0.194,Movie
3639,empty_field,Un coin de paradis,65APaGGVoN1efvB7Sd3mmy,0,0.317,0.585,207089.221185372,0.317,1.37e-06,F,0.143,-16.59,Minor,0.0266,110.07,4-Apr,0.363,Movie
3640,Liz Callaway,There You Ain't,1Y07Pjkm0skxppvbeS65y4,0,0.849,0.607,207089.221185372,0.263,0.0,C,0.107,-10.955,Minor,0.047,?,4-Apr,0.748,Movie
3641,Liz Callaway,Goodnight,5rK0pyEObO4DBFLy682QvR,11,0.94,0.318,207089.221185372,0.147,0.000893,A,0.109,-12.785,Major,0.0382,?,3-Apr,0.148,Movie
3642,Emmanuel Moire,Le plan du monde,4Ii2ufZI90waSw0oJYiNHh,34,0.201,0.597,226920.0,0.684,0.0,C,0.0667,-7.829,Major,0.0396,133.997,4-Apr,0.368,Movie
3643,empty_field,"Warthog Rhapsody - From ""The Lion King""/Soundtrack Version",1Al2pz938zyGNlTkQIMwta,20,0.44,0.53,185920.0,0.708,0.0,F,0.0657,-8.052,Major,0.314,147.513,4-Apr,0.743,Movie
3644,empty_field,Le procès - Live,1BjiBbVzBMREvXiT6X5tHi,7,0.665,0.418,89387.0,0.493,0.0,G#,0.492,-8.962,Major,0.0342,?,3-Apr,0.0723,Movie
3645,Chorus - Pocahontas,"The Virginia Company - From ""Pocahontas""/Soundtrack Version",4b2v0Vk5TNDs2JZPeiC670,39,0.755,0.563,90160.0,0.353,0.0,G,0.47,-15.883,Major,0.0514,179.667,4-Apr,0.445,Movie
3646,Beth Fowler,The Birth / Finale,0ESvfrHfNuAtkZp8SMJBOY,5,0.766,0.23,244333.0,0.226,0.00129,C,0.169,-13.64,Major,0.0396,87.682,4-Apr,0.147,Movie
3647,Chorus,Baaranna Beludingale,68wDwfXRvvUTCG0KDG6LZn,0,0.673,0.436,388206.0,0.668,0.0,F,0.351,-6.306,Minor,0.0354,123.606,4-Apr,0.497,Movie
3648,George Bruns,Cold Nights/No Cats,1PUrH3l6rfsuZAQdsM4LGY,9,0.951,0.139,207089.221185372,0.0141,0.88,C,0.0986,-27.83,Major,0.0446,84.283,5-Apr,0.0353,Movie
3649,Pearl Bailey,For Every Man There's a Woman,27Im69mBeh72kYv2eNNiFI,1,0.867,0.591,194435.0,0.237,1.78e-06,F,0.133,-13.568,Minor,0.0409,117.647,4-Apr,0.604,Movie
3650,Dorothée,Anatole et Manda,6UgjMIphZMqyrZAJEFB5m5,3,0.866,0.661,152207.0,0.329,0.0,D,0.211,-12.201,Major,0.0553,127.632,4-Apr,0.818,Movie
3651,Shelby Flint,Isn't It Something,7E59Kq2n43CnSovTiMe7IN,2,0.975,0.449,179613.0,0.14,0.000461,D,0.108,-17.767,Major,0.0338,103.955,3-Apr,0.312,Movie
3652,Randy Newman,Sarah's Funeral - Soundtrack Version,7Ayu88S2kF9T7KyBuhxymQ,5,0.903,0.17,74973.0,0.00491,0.951,D#,0.119,-29.941,Major,0.0422,71.968,3-Apr,0.218,Movie
3653,Idina Menzel,Everybody Knows,5EWwq9VjObrguXGAOfOOm6,26,0.599,0.463,205507.0,0.661,1.49e-05,B,0.111,-5.878,Major,0.0667,149.095,4-Apr,0.204,Movie
3654,empty_field,Forever Yours,2QSiQuAqYoSQftVtUrI6Am,23,0.866,0.317,276373.0,0.124,1.01e-05,D#,0.19,-16.225,Minor,0.0346,?,3-Apr,0.157,Movie
3655,Bruce Broughton,Going To Macy's,6z2WfgI5lYcq1su1WyOxQ9,2,0.944,0.584,155733.0,0.195,0.807,D,0.121,-17.197,Major,0.0378,110.806,4-Apr,0.403,Movie
3656,Samuel E. Wright,Under the Sea - Remastered 2014,0yBEvLfd3qlBMJVli8AzPh,24,0.824,0.7,204040.0,0.536,0.0,F,0.106,-15.544,Major,0.114,?,4-Apr,0.701,Movie
3657,empty_field,Salut les amoureux,1g2mY3SYKNI90COS9x8dgB,28,0.121,0.348,239640.0,0.833,0.0,D,0.22,-4.779,Major,0.0439,80.594,4-Apr,0.402,Movie
3658,Idina Menzel,Heart On My Sleeve,1AEYT6VxrxXPMoQUxsY0E4,8,0.883,0.251,380733.0,0.248,2.84e-06,D#,0.103,-10.743,Major,0.0447,88.196,3-Apr,0.142,Movie
3659,L5,Le Yin & Le Yang,3bOF87CrSbm77MZuqmvCHK,11,0.156,0.723,207089.221185372,0.869,0.00563,C#,0.766,-6.48,Major,0.0332,99.992,4-Apr,0.861,Movie
3660,Oliver Wallace,Entanglements / Dress Building,26nc9eVLdKTe8k5413Dzmv,9,0.926,0.337,304293.0,0.164,0.879,C,0.298,-17.333,Minor,0.0373,143.844,4-Apr,0.262,Movie
3661,Bruce Broughton,Five Pieces for Piano: III. E-flat Five Ways,1uRxyAup7OYrlh2SHJb80N,0,0.993,0.461,157627.0,0.226,0.872,A#,0.285,-23.251,Minor,0.0384,92.06,4-Apr,0.577,Movie
3662,Randy Newman,Runaway Stage (Maverick - Original Motion Picture Score),1rHSevD1PWSnLvhckJIVsx,4,0.477,0.324,289000.0,0.343,0.901,C,0.328,-11.462,Major,0.04,115.476,4-Apr,0.09,Movie
3663,Jean Claude Corbel,Les poissons côtiers,3V0assD4Gg4BrXFzDrcWVj,0,0.327,0.873,62511.0,0.613,0.0,F#,0.105,-10.229,Minor,0.0325,125.445,4-Apr,0.968,Movie
3664,empty_field,"Chaconne In D Minor, From Partita No. 2, BWV 1004",6m04mrlm7xJDmMkFM7fZ5L,3,0.968,0.218,1045493.0,0.0669,0.873,D,0.0883,-20.375,Minor,0.0419,?,4-Apr,0.0383,Movie
3665,Dorothée,Bébé lune,3bp1AbnMkaCXELQXovwRdb,9,0.949,0.385,135307.0,0.104,0.000122,A,0.111,-22.504,Minor,0.0428,182.763,3-Apr,0.589,Movie
3666,empty_field,Cock-Eyed Optimist,1vFNrZld2sLrmxwLIO1r1L,22,0.898,0.628,184635.0,0.34,0.00525,F,0.0843,-8.068,Major,0.0536,171.87,3-Apr,0.382,Movie
3667,Bernard Minet,Hey jolie petite fille,3uq6qe8ouF012GLOcLyWcH,1,0.158,0.57,196120.0,0.913,0.00565,E,0.133,-7.022,Major,0.03,?,4-Apr,0.889,Movie
3668,Riders In The Sky,Hadie Brown,1TidwecR1z1OHiAPYjb2Ui,10,0.862,0.844,235520.0,0.37,0.00115,D#,0.308,-9.808,Major,0.0516,115.022,4-Apr,0.813,Movie
3669,Henri Salvador,Le petit indien,54007AqKIiRCG69C3ySu0b,7,0.894,0.617,207089.221185372,0.259,0.0,G#,0.113,-12.54,Major,0.0317,105.471,4-Apr,0.492,Movie
3670,Audra McDonald,Baby Doll,4356Typ82hUiFAynbLYbPn,4,0.882,0.598,125267.0,0.36,0.0,G#,0.692,-9.569,Major,0.53,87.574,3-Apr,0.685,Movie
