popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,genre,time_signature_encoded,key_encoded,mode_encoded
36,0.054,0.706,186408,0.499,7.48e-06,0.111,-8.799,0.0912,103.036,0.295,Soul,2,1,1
35,0.219,0.659,169733,0.288,0.0,0.262,-15.328,0.0349,83.849,0.941,Soul,2,8,0
59,0.923,0.581,281018,0.225,0.000216,0.117,-12.764,0.0333,87.12,0.373,Soul,2,9,1
41,0.0487,0.568,185600,0.536,0.0,0.11,-5.4,0.075,101.868,0.145,Soul,2,1,1
60,0.258,0.528,211275,0.654,1.42e-05,0.09,-5.394,0.0369,134.989,0.181,Soul,2,2,1
33,0.585,0.741,240747,0.396,0.00234,0.102,-9.776,0.0554,78.502,0.819,Soul,2,7,0
56,0.162,0.763,234925,0.355,0.00552,0.092,-8.826,0.0518,70.007,0.867,Soul,2,5,0
38,0.0477,0.61,232453,0.85,0.0,0.79,-3.062,0.0668,145.384,0.725,Soul,2,3,0
48,0.558,0.409,184874,0.437,0.0193,0.0799,-10.134,0.0339,141.961,0.149,Soul,1,8,1
50,0.902,0.237,184333,0.377,0.0,0.131,-8.798,0.0287,173.142,0.479,Soul,1,8,0
36,0.0516,0.645,263000,0.623,0.0,0.32,-4.786,0.0331,77.02,0.868,Soul,3,4,0
45,0.0842,0.586,188387,0.474,5.03e-05,0.116,-9.892,0.0471,93.008,0.0612,Soul,2,7,1
51,0.114,0.574,237056,0.571,1.55e-05,0.678,-8.431,0.0428,81.02,0.264,Soul,2,9,0
61,0.0402,0.854,243733,0.543,5.73e-05,0.0419,-6.166,0.0844,103.032,0.868,Soul,2,11,1
45,0.297,0.686,150000,0.779,4.4e-06,0.0601,-5.037,0.0571,143.929,0.215,Soul,2,2,1
45,0.819,0.691,174680,0.384,3.55e-06,0.0791,-9.097,0.0322,98.393,0.618,Soul,2,8,0
46,0.509,0.61,200400,0.608,0.0,0.177,-7.302,0.135,73.554,0.486,Soul,2,5,0
56,0.873,0.492,224570,0.315,0.414,0.0984,-13.256,0.0526,99.504,0.376,Soul,2,3,0
58,0.061,0.759,204987,0.668,6e-05,0.34,-5.946,0.0297,126.932,0.497,Soul,2,3,0
54,0.0234,0.471,199773,0.648,0.00897,0.11,-5.058,0.0316,87.959,0.129,Soul,2,3,1
47,0.0344,0.708,206547,0.933,3.4e-05,0.681,-4.572,0.0424,113.016,0.756,Soul,2,6,1
47,0.884,0.664,229500,0.272,1.65e-05,0.692,-13.35,0.0742,119.921,0.259,Soul,2,0,0
43,0.274,0.478,201518,0.47,0.000227,0.109,-9.836,0.065,157.992,0.145,Soul,2,3,0
42,0.913,0.786,140117,0.183,0.000122,0.147,-9.898,0.2,91.011,0.691,Soul,2,8,1
48,0.0572,0.727,236867,0.55,3.69e-05,0.227,-7.396,0.0487,141.577,0.883,Soul,2,0,0
40,0.13,0.631,244243,0.454,0.235,0.344,-13.646,0.0435,90.034,0.0457,Soul,2,4,0
56,0.435,0.771,160000,0.657,0.0,0.0894,-7.74,0.0528,123.089,0.967,Soul,2,0,0
55,0.389,0.678,162093,0.683,0.0,0.135,-5.418,0.167,85.969,0.842,Soul,2,8,0
43,0.462,0.558,201613,0.439,2.28e-05,0.114,-9.584,0.0324,118.774,0.355,Soul,2,1,1
50,0.127,0.688,202179,0.522,0.000192,0.0869,-6.727,0.037,125.897,0.107,Soul,2,1,0
45,0.176,0.625,281200,0.518,0.0,0.0699,-6.45,0.0337,119.957,0.308,Soul,2,6,1
47,0.221,0.433,436880,0.668,0.0,0.126,-6.544,0.211,70.478,0.351,Soul,2,0,0
45,0.536,0.549,300000,0.446,0.0,0.0442,-7.807,0.258,122.431,0.511,Soul,2,3,0
73,0.712,0.379,259570,0.325,0.0,0.0997,-5.862,0.0331,89.798,0.433,Soul,2,7,0
38,0.00667,0.447,199597,0.679,0.000215,0.148,-5.825,0.219,101.079,0.228,Soul,2,7,1
57,0.196,0.601,219035,0.664,0.0854,0.145,-7.126,0.0828,161.074,0.483,Soul,2,9,0
45,0.00226,0.41,251240,0.923,0.000435,0.292,-4.321,0.0753,86.075,0.389,Soul,2,2,0
45,0.00318,0.749,182264,0.779,0.0024,0.108,-4.71,0.0561,106.032,0.671,Soul,2,11,1
39,0.0612,0.64,254624,0.421,0.0,0.302,-8.688,0.0316,98.05,0.303,Soul,2,3,1
40,0.424,0.55,235705,0.601,0.0,0.153,-6.532,0.0475,100.052,0.489,Soul,2,3,0
46,0.753,0.646,151133,0.57,0.0,0.121,-7.101,0.121,120.1,0.925,Soul,2,1,0
50,0.128,0.819,307440,0.428,0.00151,0.211,-9.883,0.317,87.9,0.454,Soul,2,8,1
37,0.272,0.61,314467,0.359,0.0,0.112,-12.542,0.125,134.359,0.571,Soul,2,10,0
48,0.101,0.549,204000,0.566,1.39e-05,0.122,-7.881,0.0384,105.104,0.285,Soul,2,9,1
50,0.0793,0.705,234360,0.401,0.00322,0.124,-15.663,0.0327,126.993,0.447,Soul,2,7,1
62,0.731,0.311,260666,0.0264,0.00205,0.156,-21.644,0.037,120.653,0.139,Soul,2,3,0
42,0.676,0.502,242720,0.459,0.0,0.136,-6.536,0.0659,122.034,0.252,Soul,1,8,1
46,0.241,0.548,221872,0.85,0.0,0.129,-3.87,0.102,139.96,0.254,Soul,2,0,1
37,0.0179,0.484,436627,0.912,0.00394,0.993,-7.793,0.0854,110.178,0.45,Soul,2,10,1
41,0.329,0.534,317133,0.58,0.0,0.128,-10.488,0.0368,173.417,0.637,Soul,2,8,0
47,0.61,0.623,225297,0.475,0.00264,0.265,-10.06,0.0735,145.027,0.425,Soul,2,10,0
36,0.225,0.749,174994,0.399,0.0,0.118,-11.147,0.296,83.98,0.856,Soul,2,3,0
61,0.0228,0.546,210387,0.794,0.0,0.174,-6.134,0.0577,99.354,0.774,Soul,2,1,0
43,0.788,0.601,322200,0.238,2.65e-05,0.119,-15.469,0.0432,124.047,0.304,Soul,1,7,0
48,0.581,0.633,253000,0.566,0.0,0.0898,-5.225,0.272,100.342,0.472,Soul,2,0,0
45,0.755,0.383,341062,0.341,0.423,0.112,-13.984,0.0363,76.168,0.16,Soul,2,1,1
44,0.112,0.73,223120,0.644,0.0,0.414,-6.433,0.0524,116.334,0.782,Soul,2,0,0
51,0.316,0.657,217000,0.467,0.00215,0.0891,-8.849,0.0437,135.143,0.21,Soul,2,1,0
50,0.0566,0.637,330933,0.933,0.093,0.561,-7.756,0.071,109.111,0.687,Soul,2,4,0
44,0.663,0.376,216000,0.429,8.12e-06,0.104,-10.307,0.35,65.903,0.402,Soul,3,9,1
31,0.584,0.671,197497,0.498,0.0,0.105,-5.459,0.0318,120.022,0.528,Soul,2,11,1
46,0.337,0.747,236459,0.706,0.11,0.122,-7.553,0.0559,100.031,0.502,Soul,2,0,1
36,0.0568,0.719,267067,0.79,0.0,0.0573,-8.002,0.0521,103.751,0.846,Soul,2,5,0
38,0.639,0.718,231573,0.136,0.000802,0.0605,-17.975,0.0433,125.988,0.0873,Soul,1,2,1
53,0.384,0.724,292800,0.421,0.0258,0.0732,-9.938,0.0427,82.495,0.38,Soul,2,11,0
65,0.228,0.686,232414,0.634,0.0667,0.134,-6.856,0.0369,98.001,0.234,Soul,2,3,0
46,0.925,0.404,168307,0.329,0.000152,0.146,-12.516,0.0362,103.876,0.666,Soul,1,10,1
45,0.231,0.553,296533,0.671,0.0,0.0938,-7.34,0.0508,96.977,0.458,Soul,2,5,0
60,0.0714,0.715,202492,0.6,0.00165,0.0876,-7.728,0.0264,86.989,0.77,Soul,2,8,1
44,0.0107,0.788,185613,0.558,8.2e-05,0.294,-7.823,0.0607,149.98,0.335,Soul,2,7,1
52,0.74,0.489,147880,0.499,0.000236,0.156,-9.702,0.0271,133.341,0.829,Soul,1,2,0
61,0.28,0.531,262680,0.586,0.0,0.0824,-6.01,0.21,83.711,0.785,Soul,2,2,0
58,0.0104,0.602,191007,0.901,0.00677,0.0799,-3.842,0.0854,94.57,0.362,Soul,2,11,1
50,0.908,0.461,244707,0.403,0.0,0.135,-8.792,0.0335,141.378,0.365,Soul,2,11,1
53,0.788,0.487,240400,0.27,0.0,0.0992,-10.713,0.0446,114.319,0.112,Soul,1,6,0
77,0.167,0.739,215360,0.511,1.34e-06,0.133,-7.844,0.0362,96.038,0.542,Soul,2,0,0
41,0.213,0.821,194200,0.789,1.15e-05,0.0525,-4.197,0.36,107.002,0.875,Soul,2,9,1
55,0.0352,0.717,235401,0.787,0.000708,0.106,-4.579,0.0657,101.987,0.42,Soul,2,8,1
42,0.194,0.573,157408,0.419,0.0,0.163,-7.259,0.0554,82.059,0.376,Soul,2,9,0
50,0.369,0.57,141120,0.81,1.31e-05,0.0728,-5.382,0.0466,120.652,0.781,Soul,2,3,0
52,0.371,0.814,268040,0.431,0.0,0.335,-9.125,0.0936,129.957,0.542,Soul,2,11,0
55,0.177,0.569,200626,0.126,3.54e-05,0.478,-16.028,0.0537,103.073,0.066,Soul,2,0,1
59,0.188,0.48,257387,0.751,1.69e-05,0.163,-5.702,0.0383,177.371,0.789,Soul,2,4,1
46,0.00574,0.627,219388,0.938,6.5e-06,0.0478,-2.535,0.0384,101.981,0.587,Soul,2,5,0
46,0.118,0.749,213080,0.851,0.000114,0.368,-8.038,0.221,90.822,0.514,Soul,2,7,0
38,0.0692,0.633,296041,0.914,2.86e-05,0.761,-5.472,0.0402,110.888,0.306,Soul,2,1,1
36,0.0515,0.463,161443,0.829,0.0238,0.433,-4.76,0.0388,160.018,0.706,Soul,2,8,0
42,0.512,0.728,221293,0.36,0.00545,0.1,-11.564,0.0687,81.927,0.236,Soul,2,9,0
40,0.371,0.552,254859,0.672,0.0159,0.0671,-9.772,0.0888,126.791,0.63,Soul,3,1,1
35,0.35,0.763,221320,0.437,7.13e-05,0.107,-9.847,0.0557,122.923,0.403,Soul,2,11,0
43,0.0261,0.683,221013,0.747,1.96e-05,0.261,-3.465,0.113,81.998,0.722,Soul,2,11,1
68,0.0674,0.875,267400,0.41,0.0374,0.106,-6.29,0.0571,87.999,0.445,Soul,2,10,1
43,0.0913,0.837,280133,0.634,0.00047,0.412,-11.818,0.106,109.412,0.922,Soul,2,11,0
36,0.175,0.583,187440,0.48,0.0343,0.108,-6.832,0.0255,78.676,0.462,Soul,2,2,1
59,0.318,0.606,233995,0.435,0.00482,0.205,-11.458,0.0614,124.943,0.376,Soul,1,0,0
46,0.0902,0.496,135556,0.601,0.512,0.49,-6.725,0.031,107.859,0.141,Soul,2,9,0
40,0.816,0.608,282053,0.392,0.004,0.184,-14.797,0.0551,109.962,0.41,Soul,2,2,1
39,0.471,0.632,225040,0.759,2.06e-05,0.12,-5.666,0.0422,142.019,0.777,Soul,2,5,1
51,0.58,0.747,243533,0.224,0.000235,0.235,-14.586,0.0649,105.014,0.212,Soul,2,3,0
45,0.135,0.645,273333,0.327,0.0,0.0852,-8.832,0.033,89.917,0.0786,Soul,2,3,0
48,0.847,0.716,260625,0.536,0.21,0.439,-11.236,0.0497,101.866,0.362,Soul,2,0,1
53,0.259,0.77,231560,0.584,1.44e-06,0.0725,-6.259,0.0967,99.985,0.589,Soul,2,1,1
48,0.501,0.665,245627,0.38,0.0345,0.158,-10.252,0.055,106.986,0.303,Soul,2,3,1
46,0.307,0.673,222000,0.669,0.0,0.229,-5.724,0.0514,80.016,0.232,Soul,2,7,1
67,0.195,0.782,261835,0.559,2.11e-06,0.112,-7.955,0.046,88.038,0.199,Soul,2,3,1
40,0.0388,0.647,291667,0.542,0.0,0.349,-8.259,0.0344,138.059,0.723,Soul,2,1,1
32,0.52,0.466,214507,0.67,0.00293,0.741,-7.153,0.0463,87.549,0.773,Soul,2,10,1
45,0.524,0.301,233573,0.309,0.0758,0.129,-19.155,0.042,75.165,0.384,Soul,2,7,1
38,0.197,0.69,144378,0.514,4.31e-05,0.0591,-9.821,0.215,68.977,0.373,Soul,2,10,0
55,0.00103,0.561,235653,0.805,4.78e-06,0.488,-4.672,0.0315,90.999,0.727,Soul,2,10,0
49,0.204,0.773,204160,0.561,0.0,0.0575,-10.224,0.225,112.582,0.717,Soul,2,0,0
51,0.0332,0.738,195923,0.549,0.0,0.127,-7.449,0.0326,129.968,0.111,Soul,2,10,0
38,0.0465,0.8,271960,0.566,1.09e-05,0.0768,-9.826,0.132,97.096,0.71,Soul,2,10,0
55,0.239,0.793,273693,0.647,0.0,0.124,-3.924,0.0383,142.268,0.718,Soul,2,7,1
37,0.78,0.474,257000,0.39,0.0186,0.297,-12.776,0.0303,115.956,0.179,Soul,2,6,0
52,0.695,0.244,203267,0.233,0.00059,0.282,-16.583,0.0413,78.088,0.262,Soul,3,0,1
50,0.0781,0.774,224176,0.807,0.0049,0.105,-6.858,0.0518,90.995,0.455,Soul,2,8,1
53,0.171,0.763,238000,0.652,0.196,0.0923,-6.606,0.0391,130.024,0.18,Soul,2,11,1
79,0.625,0.579,165000,0.419,0.0,0.0981,-10.72,0.0346,104.564,0.673,Soul,2,3,0
53,0.465,0.645,226509,0.452,0.144,0.108,-8.305,0.0582,140.028,0.272,Soul,2,0,1
45,0.0249,0.673,256960,0.539,0.0,0.188,-7.648,0.0293,117.689,0.333,Soul,2,8,1
43,0.0259,0.846,161020,0.576,3.31e-05,0.123,-7.831,0.201,98.002,0.527,Soul,2,1,1
44,0.0172,0.536,174500,0.727,1.54e-05,0.0409,-2.919,0.0786,137.703,0.613,Soul,2,0,0
47,0.0496,0.753,256320,0.708,0.0123,0.0872,-7.217,0.223,115.004,0.434,Soul,2,9,1
39,0.0866,0.683,235840,0.619,0.0,0.0472,-6.385,0.0934,142.006,0.33,Soul,2,10,0
46,0.933,0.654,184160,0.272,0.00151,0.0989,-11.987,0.0381,110.981,0.377,Soul,2,5,1
54,0.0382,0.694,195492,0.669,0.021,0.0975,-5.748,0.0328,121.987,0.338,Soul,2,10,0
41,0.462,0.54,326813,0.499,0.0,0.21,-10.373,0.0533,74.033,0.527,Soul,2,10,1
62,0.692,0.599,153960,0.348,0.0,0.107,-10.271,0.03,91.542,0.448,Soul,1,8,0
44,0.0426,0.413,240000,0.439,0.0,0.101,-6.47,0.0338,117.136,0.119,Soul,1,10,0
43,0.0435,0.774,382413,0.859,0.0,0.031,-7.759,0.0875,125.077,0.826,Soul,2,11,1
43,0.154,0.601,213000,0.499,6e-06,0.265,-6.795,0.0342,94.867,0.402,Soul,2,11,0
51,0.255,0.709,188186,0.246,5.76e-06,0.124,-12.51,0.268,126.893,0.292,Soul,2,11,1
41,0.208,0.554,225600,0.609,1.1e-05,0.0953,-7.197,0.0266,81.212,0.41,Soul,2,4,0
40,0.767,0.342,363067,0.223,0.000188,0.0976,-11.289,0.0399,119.849,0.234,Soul,1,5,0
45,0.543,0.595,246907,0.557,0.0,0.176,-8.305,0.0253,90.177,0.415,Soul,2,1,0
45,0.147,0.846,270467,0.703,1.21e-05,0.071,-5.76,0.0301,107.766,0.964,Soul,2,3,0
39,0.27,0.781,197827,0.795,2.33e-06,0.0698,-10.99,0.0441,102.106,0.937,Soul,2,10,0
52,0.306,0.439,248093,0.795,0.0,0.179,-4.644,0.0384,169.975,0.428,Soul,2,7,0
38,0.628,0.654,243067,0.56,0.0,0.124,-9.2,0.173,155.119,0.6,Soul,2,7,0
26,0.355,0.655,192000,0.375,5.78e-05,0.114,-10.105,0.0599,170.081,0.431,Soul,2,4,0
57,0.308,0.688,305160,0.411,5.11e-06,0.0686,-9.343,0.0498,80.699,0.864,Soul,2,2,1
42,0.019,0.698,240706,0.91,7.73e-05,0.11,-6.563,0.0459,112.112,0.715,Soul,2,5,0
47,0.433,0.497,273467,0.617,0.0,0.164,-7.362,0.0771,79.609,0.355,Soul,2,9,0
46,0.762,0.649,189400,0.232,7.82e-06,0.684,-16.551,0.0799,61.059,0.648,Soul,2,3,0
45,0.276,0.648,211116,0.781,0.0692,0.0889,-5.038,0.284,161.809,0.614,Soul,2,2,1
68,0.269,0.592,304760,0.423,0.0,0.207,-8.184,0.0904,60.014,0.607,Soul,2,6,1
58,0.39,0.651,264600,0.498,0.0,0.143,-8.868,0.0318,109.906,0.423,Soul,2,3,1
52,0.00637,0.787,221280,0.425,0.00169,0.196,-5.692,0.0641,99.225,0.711,Soul,2,1,1
40,0.616,0.676,278253,0.491,1.09e-06,0.147,-7.866,0.0658,113.011,0.446,Soul,2,0,1
48,0.872,0.603,244460,0.374,0.000981,0.107,-13.626,0.202,84.294,0.242,Soul,2,11,0
43,0.0341,0.734,190960,0.598,3.26e-05,0.0669,-9.228,0.113,80.892,0.947,Soul,2,9,0
41,0.628,0.508,213947,0.363,6.42e-06,0.0844,-8.39,0.0457,104.725,0.168,Soul,2,4,0
48,0.379,0.323,170440,0.517,0.0,0.0748,-9.08,0.0341,112.09,0.63,Soul,1,5,1
58,0.0136,0.71,184413,0.674,1.73e-05,0.0366,-5.393,0.0352,124.033,0.7,Soul,2,4,0
42,0.0807,0.506,201949,0.527,0.572,0.175,-7.341,0.0366,74.974,0.419,Soul,2,2,0
43,0.511,0.457,283733,0.437,0.0,0.125,-12.037,0.0672,68.577,0.6,Soul,2,0,0
38,0.514,0.614,270856,0.577,4.25e-05,0.151,-5.765,0.0307,140.105,0.541,Soul,2,10,0
58,0.0491,0.723,420720,0.754,0.00112,0.393,-9.376,0.0576,97.201,0.592,Soul,2,1,0
45,0.742,0.554,261720,0.656,3.03e-06,0.786,-9.368,0.372,129.244,0.812,Soul,2,4,0
42,0.84,0.464,167907,0.233,4.62e-06,0.145,-14.399,0.0432,176.22,0.562,Soul,1,1,0
32,0.93,0.577,262366,0.191,0.00258,0.13,-11.953,0.0353,133.345,0.338,Soul,1,3,1
52,0.353,0.311,480133,0.67,0.22,0.14,-5.074,0.0368,127.818,0.289,Soul,2,0,0
41,0.797,0.507,183067,0.387,0.0,0.258,-9.953,0.0259,75.794,0.547,Soul,2,10,0
50,0.553,0.556,253055,0.482,0.811,0.0263,-9.581,0.0469,89.809,0.15,Soul,2,0,0
45,0.653,0.524,216840,0.36,0.0925,0.0907,-10.34,0.0318,103.909,0.0588,Soul,2,0,1
56,0.608,0.555,126920,0.414,0.00615,0.0969,-8.514,0.0261,73.64,0.673,Soul,2,4,1
42,0.0295,0.612,327520,0.821,0.00114,0.208,-5.63,0.118,155.893,0.585,Soul,2,4,1
61,0.357,0.758,291580,0.49,0.000699,0.0795,-7.98,0.032,119.969,0.428,Soul,2,9,1
42,0.449,0.446,183907,0.551,0.0,0.196,-9.597,0.0312,168.24,0.859,Soul,2,10,0
44,0.299,0.681,152067,0.639,0.0,0.21,-11.687,0.0635,127.409,0.985,Soul,2,8,1
43,0.289,0.579,93733,0.289,0.403,0.126,-16.43,0.148,79.448,0.071,Soul,2,8,0
56,0.683,0.497,204056,0.636,0.0,0.228,-8.71,0.0723,93.777,0.69,Soul,2,11,0
65,0.312,0.621,210507,0.473,0.0,0.11,-6.07,0.0251,80.027,0.325,Soul,2,8,1
5,0.836,0.48,228880,0.535,0.0015,0.33,-8.197,0.0354,133.624,0.397,Soul,2,5,0
44,0.0573,0.752,312840,0.448,0.0,0.0978,-13.427,0.0764,145.968,0.58,Soul,2,1,0
42,0.125,0.516,174627,0.693,1.7e-05,0.0577,-5.814,0.0266,101.227,0.914,Soul,2,6,0
54,0.0406,0.613,283267,0.934,0.000313,0.0882,-3.711,0.0342,107.273,0.776,Soul,2,3,0
39,0.205,0.379,139027,0.52,0.000258,0.667,-12.814,0.0358,164.338,0.561,Soul,1,5,0
41,0.227,0.549,251987,0.659,0.000131,0.158,-7.508,0.0551,139.823,0.463,Soul,2,8,0
53,0.449,0.783,194491,0.459,0.0206,0.187,-10.348,0.0836,131.087,0.681,Soul,2,11,1
44,0.0152,0.284,152440,0.558,0.00135,0.261,-4.733,0.0287,139.605,0.0554,Soul,3,9,0
47,0.757,0.719,218994,0.743,0.000122,0.0827,-6.157,0.0265,120.012,0.607,Soul,2,11,0
37,0.406,0.457,199000,0.308,0.277,0.0758,-8.41,0.0351,142.063,0.0994,Soul,2,0,0
49,0.154,0.653,140467,0.648,0.0,0.211,-9.539,0.044,78.973,0.907,Soul,2,5,0
43,0.17,0.593,307827,0.479,9.72e-06,0.0732,-13.138,0.051,155.913,0.652,Soul,2,9,1
42,0.216,0.764,173793,0.448,2.23e-05,0.0747,-14.135,0.0623,116.096,0.88,Soul,2,5,1
45,0.187,0.72,200453,0.551,0.0,0.139,-5.757,0.03,105.964,0.712,Soul,2,7,0
38,0.784,0.652,342280,0.479,0.00374,0.0927,-11.085,0.214,152.112,0.243,Soul,2,9,0
36,0.126,0.626,175550,0.414,0.0,0.086,-9.074,0.0298,108.097,0.408,Soul,2,2,0
53,0.252,0.658,156320,0.418,0.00125,0.165,-7.568,0.0266,75.015,0.613,Soul,2,0,0
59,0.734,0.482,229533,0.279,0.0551,0.106,-15.37,0.0283,92.586,0.101,Soul,1,4,1
58,0.247,0.702,269173,0.458,1.64e-06,0.126,-8.195,0.035,89.271,0.678,Soul,2,3,0
56,0.318,0.815,256693,0.388,8.39e-05,0.0673,-12.238,0.0364,94.558,0.846,Soul,2,2,1
44,0.311,0.63,174783,0.45,0.03,0.201,-10.771,0.0407,92.053,0.377,Soul,2,9,1
52,0.0748,0.588,287808,0.72,6.12e-05,0.0917,-6.894,0.0831,117.935,0.0776,Soul,2,5,0
36,0.3,0.626,383907,0.779,0.0,0.138,-11.718,0.0873,119.637,0.649,Soul,2,0,0
31,0.0915,0.536,211404,0.72,0.000108,0.187,-3.405,0.0403,73.915,0.494,Soul,2,4,1
34,0.33,0.587,194933,0.877,0.0,0.19,-4.561,0.314,77.373,0.809,Soul,2,10,0
50,0.548,0.627,215320,0.498,0.000734,0.1,-8.174,0.0298,107.251,0.641,Soul,2,3,0
54,0.119,0.597,252667,0.564,0.0,0.229,-6.968,0.23,135.92,0.233,Soul,2,4,0
45,0.47,0.645,188573,0.347,0.0,0.091,-11.07,0.112,173.931,0.623,Soul,2,3,0
64,0.745,0.552,153333,0.481,3.43e-06,0.0825,-10.764,0.0404,134.838,0.833,Soul,2,3,0
31,0.183,0.668,236267,0.895,0.0132,0.111,-5.459,0.0364,107.704,0.784,Soul,2,9,1
38,0.489,0.552,145307,0.764,0.000978,0.347,-10.439,0.0462,100.231,0.783,Soul,2,10,0
64,0.409,0.823,257547,0.411,0.00135,0.649,-7.061,0.0557,90.997,0.397,Soul,2,3,0
44,0.154,0.777,219891,0.615,2.12e-05,0.106,-7.725,0.0765,106.987,0.543,Soul,2,9,0
60,0.915,0.768,190588,0.401,0.0399,0.11,-10.934,0.0845,102.049,0.421,Soul,2,4,1
49,0.18,0.536,214320,0.625,1.27e-06,0.0985,-4.506,0.0376,118.054,0.142,Soul,2,3,0
47,0.277,0.851,208781,0.501,0.0254,0.12,-5.867,0.0691,123.047,0.314,Soul,2,0,1
52,0.0412,0.677,168907,0.756,0.000384,0.13,-4.723,0.0333,97.011,0.801,Soul,2,3,0
48,0.506,0.697,233736,0.706,0.0,0.107,-4.279,0.0739,91.038,0.721,Soul,2,3,0
36,0.0583,0.746,158533,0.793,1.7e-05,0.312,-8.999,0.0323,113.986,0.887,Soul,2,9,0
60,0.405,0.521,196467,0.606,0.641,0.0914,-12.12,0.0471,93.256,0.497,Soul,2,2,1
34,0.42,0.522,228333,0.604,3.1e-05,0.102,-5.609,0.0735,144.273,0.368,Soul,2,5,0
53,0.972,0.329,246067,0.0317,0.939,0.147,-21.514,0.0441,75.844,0.267,Soul,2,8,1
41,0.494,0.469,302200,0.473,0.0,0.0921,-11.501,0.0328,123.129,0.229,Soul,2,3,0
49,0.796,0.742,196710,0.135,0.00805,0.0793,-16.873,0.0362,139.995,0.165,Soul,2,0,0
53,0.331,0.741,143880,0.367,7.91e-05,0.196,-12.546,0.0532,109.634,0.648,Soul,2,10,0
68,0.538,0.683,266307,0.664,0.0,0.0671,-4.233,0.0332,106.991,0.866,Soul,2,8,1
45,0.205,0.588,235250,0.694,9.42e-05,0.164,-5.795,0.0306,87.073,0.605,Soul,2,2,1
55,0.0807,0.652,262227,0.663,2.59e-06,0.0805,-5.318,0.0378,107.99,0.254,Soul,2,5,1
44,0.209,0.5,410533,0.446,9.28e-06,0.256,-13.55,0.0652,92.513,0.64,Soul,2,4,0
50,0.688,0.647,199654,0.428,1.16e-06,0.149,-11.193,0.0921,142.979,0.324,Soul,2,1,1
40,0.0522,0.762,223293,0.644,0.0,0.0821,-6.715,0.223,81.99,0.82,Soul,2,10,0
41,0.263,0.608,214146,0.428,0.0,0.093,-11.625,0.109,176.735,0.881,Soul,2,4,0
54,0.197,0.588,139493,0.611,8.79e-05,0.0518,-9.088,0.0311,149.141,0.937,Soul,2,2,0
34,0.0372,0.558,175707,0.591,0.0,0.0453,-9.545,0.0311,83.312,0.746,Soul,1,11,0
40,0.494,0.6,248867,0.282,3.34e-05,0.174,-10.417,0.0337,109.959,0.228,Soul,1,8,0
71,0.214,0.664,222413,0.459,0.000193,0.467,-7.335,0.0229,99.765,0.356,Soul,2,2,0
34,0.17,0.556,231173,0.574,0.000598,0.11,-9.133,0.042,161.043,0.575,Soul,2,5,1
44,0.287,0.727,208600,0.689,0.0,0.49,-4.513,0.264,163.01,0.401,Soul,2,10,0
46,0.0556,0.537,309667,0.552,6.45e-06,0.0862,-8.34,0.0947,77.029,0.473,Soul,2,9,0
53,0.89,0.562,212093,0.212,0.000257,0.0887,-13.916,0.0364,171.953,0.349,Soul,2,8,1
44,0.139,0.719,303467,0.822,4.44e-06,0.118,-11.295,0.0499,112.806,0.924,Soul,2,2,0
46,0.331,0.623,329933,0.248,0.0,0.076,-16.507,0.037,135.159,0.317,Soul,2,10,0
64,0.537,0.59,151573,0.803,0.0,0.105,-2.518,0.085,87.851,0.477,Soul,2,7,0
34,0.0288,0.772,422667,0.555,0.0112,0.0604,-9.914,0.118,91.404,0.71,Soul,2,3,0
51,0.122,0.602,178515,0.859,0.0,0.357,-3.063,0.0761,137.065,0.628,Soul,2,3,0
50,0.296,0.821,190000,0.387,0.0,0.146,-10.859,0.109,111.987,0.479,Soul,2,10,1
41,0.00166,0.565,198400,0.712,3.87e-05,0.146,-7.773,0.0464,149.976,0.166,Soul,2,10,1
52,0.184,0.759,187712,0.56,6.71e-05,0.0918,-8.846,0.328,132.96,0.315,Soul,2,1,0
47,0.941,0.626,269147,0.278,0.00062,0.0952,-12.66,0.0509,116.708,0.548,Soul,2,3,1
40,0.677,0.629,231173,0.429,0.021,0.0949,-10.728,0.0462,122.952,0.111,Soul,2,10,0
52,0.431,0.737,279667,0.521,0.0,0.315,-4.761,0.0368,134.286,0.416,Soul,2,11,1
40,0.192,0.505,172080,0.557,0.0,0.183,-5.304,0.0273,95.709,0.579,Soul,2,1,0
41,0.803,0.242,157560,0.362,0.0,0.226,-8.042,0.038,183.545,0.405,Soul,1,8,0
32,0.435,0.431,198000,0.479,0.0,0.277,-9.759,0.0371,71.576,0.746,Soul,2,9,0
54,0.248,0.835,315840,0.692,0.000161,0.295,-6.514,0.114,108.296,0.829,Soul,2,1,1
70,0.213,0.65,166973,0.323,0.0,0.187,-8.698,0.0283,110.962,0.276,Soul,1,3,0
38,0.153,0.354,189044,0.439,0.0,0.377,-8.225,0.036,102.907,0.0973,Soul,2,7,1
57,0.236,0.705,259693,0.467,0.0,0.113,-8.456,0.0298,119.938,0.522,Soul,2,3,0
53,0.0827,0.842,224160,0.775,1.41e-05,0.177,-11.038,0.222,104.959,0.526,Soul,2,1,1
41,0.685,0.595,288065,0.242,0.0623,0.144,-18.665,0.0489,75.258,0.432,Soul,2,0,0
54,0.0223,0.619,220747,0.805,0.000586,0.0838,-6.643,0.034,101.989,0.45,Soul,2,10,0
